employee_id,fullname,years_of_service_months,rating,is_high_performer,performance_group,grade_name,education_name,major_name,position_name,department_name,directorate_name,iq,pauli,gtq,tiki,mbti,disc,GDR,CEX,IDS,QDD,STO,SEA,VCU,LIE,FTC,CSI,Papi_N,Papi_G,Papi_A,Papi_L,Papi_P,Papi_I,Papi_T,Papi_V,Papi_X,Papi_S,Papi_B,Papi_O,Papi_R,Papi_D,Papi_C,Papi_Z,Papi_E,Papi_K,Papi_F,Papi_W
EMP100518,Hana Erlangga Gunawan,83,1,0,Others,V,S2,Psychology,Brand Executive,R&D,Commercial,92,71,31,3,ENTJ,SI,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,4,8,8,8,8,1,4,8,null,5,4,8,1,7,8,7,null,4,1,null
EMP100519,Teguh Indrawan,56,5,1,High Performer,IV,SMA,Business,Sales Supervisor,R&D,Commercial,131,34,27,6,,CI,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4,2,4,6,7,5,6,4,4,8,2,3,5,4,2,null,3,3,5,3
EMP100520,Rifqi Kusuma Wibowo,74,4,0,Others,IV,S2,Economics,Brand Executive,Finance,Technology,86,95,28,5,ENFJ,SI,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2,7,9,8,8,3,2,7,2,2,2,9,3,9,6,9,6,8,6,2
EMP100521,Nadia Gunawan,35,3,0,Others,V,D3,Statistics,Data Analyst,R&D,Technology,100,60,34,7,ESFP,SI,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,5,6,1,null,1,4,7,2,3,6,2,4,4,2,1,8,7,4,2,null
EMP100522,Nabila Yudhistira Salsabila,63,4,0,Others,V,S2,Psychology,Supply Planner,Marketing,Commercial,null,70,null,8,INFJ,CI,4.0,4.0,0.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,6,4,5,5,5,5,6,2,9,6,8,2,8,null,2,null,7,1,3,8
EMP100523,Indra Adi Hartanto,33,2,0,Others,V,D3,Engineering,HRBP,Finance,Technology,134,86,25,2,INTP,SC,3.0,2.0,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6,4,5,8,9,4,9,2,5,3,8,7,1,6,6,5,8,7,8,2
EMP100524,Hadi Nugroho,23,5,1,High Performer,V,S2,Design,Data Analyst,Finance,HR & Corp Affairs,94,73,25,2,,CI,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,9,8,9,4,8,6,3,3,1,1,8,1,4,9,6,3,2,null,1,1
EMP100525,Umar Fauziah,79,3,0,Others,IV,SMA,Statistics,HRBP,IT,HR & Corp Affairs,105,99,28,1,ESFJ,DI,2.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3,2,7,4,null,6,1,3,7,5,4,1,8,6,8,5,5,6,2,6
EMP100526,Kartika Maulana,82,4,0,Others,V,SMA,Statistics,Sales Supervisor,IT,HR & Corp Affairs,96,27,29,8,INTP,DS,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4,5,9,3,1,3,2,2,8,5,8,null,2,4,8,7,7,4,8,6
EMP100527,Rendra Situmorang,50,3,0,Others,IV,SMA,Psychology,Supply Planner,R&D,HR & Corp Affairs,133,77,35,4,ISTP,SD,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,,null,null,2,8,4,4,9,8,6,4,9,7,9,4,3,4,1,9,4,1
EMP100528,Lestari Suharto,18,3,0,Others,III,S2,Economics,Sales Supervisor,HR,Technology,85,29,37,1,INTJ,SC,3.0,3.0,4.0,2.0,4.0,3.0,,4.0,2.0,,4,4,2,1,6,3,6,4,6,6,9,3,7,1,5,5,2,null,7,4
EMP100529,Anisa Lukman,46,3,0,Others,III,D3,Business,HRBP,Finance,HR & Corp Affairs,108,52,24,3,ENTJ,ID,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2,6,4,6,4,7,4,8,4,6,4,2,null,9,3,null,4,7,4,8
EMP100530,Rizki Lestari Suharto,56,3,0,Others,V,S1,Business,Data Analyst,Marketing,HR & Corp Affairs,null,81,null,4,INTJ,ID,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4,4,5,6,7,3,2,2,6,8,6,5,9,8,4,8,null,5,5,2
EMP100531,Bella Erlangga Pratama,1,4,0,Others,V,D3,Design,Brand Executive,HR,HR & Corp Affairs,null,31,27,5,ISTP,SD,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,null,8,8,4,8,3,4,5,3,3,1,8,9,null,7,6,8,8,1,9
EMP100532,Umar Baskara Gunawan,41,3,0,Others,III,D3,Economics,Data Analyst,Finance,HR & Corp Affairs,null,61,25,10,ISFJ,CI,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,8,1,5,4,5,4,6,9,7,4,6,5,8,5,3,9,3,7,4,5
EMP100533,Fajar Ananda,19,3,0,Others,V,SMA,Statistics,Brand Executive,Marketing,Commercial,null,52,null,8,INFJ,SI,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1,5,2,4,4,null,null,5,6,1,9,7,9,2,2,9,6,4,4,4
EMP100534,Rama Kurniawan,20,3,0,Others,IV,S2,Statistics,HRBP,R&D,Technology,103,54,17,4,ESFJ,SC,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,6,6,4,1,6,8,7,8,9,6,4,9,7,9,8,6,8,6,6,3
EMP100535,Wahyu Nabila Saputra,57,3,0,Others,IV,S2,Business,Supply Planner,HR,Technology,132,34,27,9,ISFJ,CI,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,,3.0,6,9,5,1,5,5,2,4,5,null,2,1,6,5,2,9,8,5,9,8
EMP100536,Eko Gunawan,79,5,1,High Performer,IV,D3,Business,Sales Supervisor,Operations,Technology,121,23,19,9,ISFP,SC,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,9,6,null,null,1,5,3,6,9,8,3,7,4,2,1,5,5,4,6,5
EMP100537,Iman Yulianto,34,2,0,Others,III,S2,Design,Data Analyst,R&D,HR & Corp Affairs,100,36,25,1,ISFP,,,2.0,,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3,1,4,9,5,9,4,5,2,8,8,4,1,8,4,8,8,9,3,3
EMP100538,Maya Gunawan,39,4,0,Others,IV,SMA,Engineering,Data Analyst,R&D,HR & Corp Affairs,126,33,33,2,,SI,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,2,6,null,4,9,8,null,2,7,6,7,8,3,1,4,5,2,5,6,4
EMP100539,Teguh Dharma Indrawan,21,4,0,Others,III,SMA,Design,HRBP,R&D,Technology,94,22,40,6,ESFJ,CI,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,9,9,5,1,5,6,1,4,7,2,2,1,null,null,4,2,1,5,6,4
EMP100540,Anisa Halim Ramadhan,47,1,0,Others,V,S2,Psychology,Finance Officer,IT,Commercial,106,43,26,1,ENTP,DS,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4,8,6,2,3,2,7,null,1,5,7,1,5,8,7,8,2,3,9,6
EMP100541,Dinda Candra Pamungkas,30,4,0,Others,IV,SMA,Business,Supply Planner,R&D,HR & Corp Affairs,115,87,22,6,ENFJ,DI,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,4,5,1,1,2,8,8,8,2,3,7,1,6,2,3,2,7,1,3,9
EMP100542,Ahmad Situmorang,78,3,0,Others,V,S1,Statistics,Data Analyst,Operations,Technology,131,97,26,7,ENTP,DS,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4,null,2,2,3,6,4,4,null,3,9,null,7,8,4,7,5,6,9,1
EMP100543,Teguh Fadillah Ramadhan,57,4,0,Others,V,SMA,Design,HRBP,Finance,HR & Corp Affairs,85,39,41,5,,IS,3.0,3.0,5.0,3.0,,4.0,3.0,4.0,,99.0,2,8,5,5,6,5,9,1,6,4,6,3,3,null,1,8,7,3,8,5
EMP100544,Citra Putra,50,5,1,High Performer,V,S2,Design,Sales Supervisor,Marketing,Commercial,null,87,null,8,INTP,DI,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,5,4,1,5,3,9,null,9,null,7,9,3,8,null,9,8,2,6,null,8
EMP100545,Adit Firmansyah,54,3,0,Others,III,SMA,Statistics,HRBP,Marketing,HR & Corp Affairs,null,71,null,10,ESTJ,IC,3.0,4.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,3,3,6,4,4,4,7,3,3,2,7,2,6,3,6,6,9,2,5,2
EMP100546,Nadia Saputra Kusuma,77,3,0,Others,V,SMA,Psychology,HRBP,Operations,Commercial,136,31,23,6,ESTP,ID,,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2,2,4,4,3,1,6,2,5,9,4,4,7,7,4,5,4,6,3,8
EMP100547,Nabila Anggara,28,4,0,Others,III,S1,Business,Finance Officer,IT,HR & Corp Affairs,134,84,27,9,ISFJ,CI,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,5.0,5,3,null,9,6,null,3,5,2,6,5,3,3,2,8,4,null,1,7,2
EMP100548,Fajar Suharto,88,5,1,High Performer,IV,S2,Economics,Data Analyst,Marketing,Commercial,null,74,null,8,ESTP,IS,5.0,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3,5,5,9,1,6,7,1,6,8,4,9,6,3,5,4,5,8,6,5
EMP100549,Lestari Aji Subekti,22,2,0,Others,V,SMA,Economics,HRBP,Marketing,Commercial,null,78,null,8,INTP,IC,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,6,3,3,2,2,3,2,1,1,9,6,4,3,8,3,2,4,2,6,9
EMP100550,Hadi Hartanto,68,5,1,High Performer,IV,S2,Psychology,Finance Officer,IT,HR & Corp Affairs,109,72,20,5,ENFJ,IC,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,2,4,9,8,2,8,5,1,7,null,7,5,3,6,8,4,8,3,3
EMP100551,Mahendra Aji Permadi,33,2,0,Others,V,S2,Design,Brand Executive,HR,Technology,109,38,35,1,INTJ,SD,3.0,2.0,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,7,3,3,8,2,9,8,8,3,4,null,3,5,null,7,5,9,4,6,3
EMP100552,Vania Syahputra,69,1,0,Others,V,D3,Economics,Finance Officer,Operations,Commercial,137,88,27,1,ENTJ,SI,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,7,null,8,8,5,6,5,6,4,4,9,6,null,3,8,9,8,null,3,1
EMP100553,Lestari Kurniawan,31,3,0,Others,IV,D3,Business,Data Analyst,IT,Commercial,107,24,29,3,ENTP,CI,3.0,3.0,,4.0,3.0,2.0,,2.0,3.0,4.0,2,null,8,5,9,9,9,6,9,5,4,3,9,4,2,1,9,1,1,null
EMP100554,Intan Saputra,83,5,1,High Performer,V,D3,Design,HRBP,Marketing,Technology,null,39,null,2,ENFJ,SC,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6,2,9,2,9,5,2,8,9,null,5,8,2,1,null,9,2,2,6,5
EMP100555,Rani Anugrah Ridwan,2,3,0,Others,III,D3,Psychology,Supply Planner,Operations,Commercial,99,89,25,5,ENFP,IS,4.0,3.0,4.0,2.0,,3.0,4.0,,4.0,,4,4,7,6,1,9,6,4,8,2,7,9,8,7,7,8,7,1,3,8
EMP100556,Hadi Rohman,61,3,0,Others,III,S2,Engineering,Data Analyst,Operations,HR & Corp Affairs,107,81,30,2,ENTJ,CD,2.0,3.0,3.0,3.0,4.0,2.0,2.0,,3.0,3.0,3,9,1,7,null,8,2,2,4,2,2,1,3,7,7,9,5,7,null,7
EMP100557,Rizka Subekti,59,3,0,Others,IV,S1,Business,Brand Executive,R&D,HR & Corp Affairs,102,71,28,1,ESTJ,CD,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,9,3,null,2,4,7,1,4,null,7,9,1,8,8,3,1,8,2,4,4
EMP100558,Joko Kurniawan,79,5,1,High Performer,III,SMA,Engineering,Supply Planner,HR,HR & Corp Affairs,null,36,29,10,ISTJ,CS,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,8,4,1,null,1,8,null,5,2,7,1,3,7,2,3,3,4,9,1,7
EMP100559,Ayunda Anggara,26,3,0,Others,IV,SMA,Design,Supply Planner,R&D,Technology,133,79,22,10,ISFP,CI,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5,9,8,3,9,5,3,8,7,1,2,1,4,2,4,5,8,8,9,7
EMP100560,Adit Zulfikar Hidayat,63,4,0,Others,IV,D3,Design,Brand Executive,R&D,HR & Corp Affairs,137,46,16,7,ENTP,IC,4.0,5.0,4.0,,4.0,4.0,5.0,5.0,4.0,,1,1,3,7,5,2,6,3,5,3,8,3,3,6,6,5,8,4,7,6
EMP100561,Valdo Santoso,0,4,0,Others,III,D3,Economics,Supply Planner,Operations,Commercial,82,68,29,7,ESFP,SC,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,9,9,5,6,4,null,3,4,2,null,1,7,8,9,1,9,3,5,9,7
EMP100562,Utami Suharto,24,3,0,Others,III,SMA,Engineering,Brand Executive,R&D,Technology,89,67,26,1,ENTP,DC,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,6,2,5,5,6,8,6,2,6,5,3,9,7,6,2,6,1,1,3,4
EMP100563,Dinda Maulida,9,2,0,Others,IV,S1,Engineering,Data Analyst,IT,HR & Corp Affairs,105,42,33,1,,DC,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1,2,7,4,7,5,1,7,4,4,1,8,9,7,null,5,9,5,8,3
EMP100564,Maya Candra Lukman,27,3,0,Others,V,SMA,Economics,Data Analyst,HR,HR & Corp Affairs,104,41,16,6,INFP,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,7,9,9,7,1,4,3,5,1,9,5,3,null,4,1,9,null,6,3,3
EMP100565,Anisa Pramudita Maulana,28,2,0,Others,V,D3,Design,Finance Officer,Operations,HR & Corp Affairs,119,41,29,10,INTP,SI,3.0,2.0,3.0,1.0,1.0,1.0,,2.0,2.0,3.0,6,2,2,1,8,4,2,9,2,null,7,null,6,2,1,9,5,4,4,3
EMP100566,Rendra Setiawan,95,3,0,Others,IV,D3,Engineering,Supply Planner,Marketing,Technology,null,63,null,4,ENFJ,SC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,null,1,7,6,3,8,6,9,7,6,4,7,5,4,6,null,5,5,null,9
EMP100567,Nurlita Ananda,79,3,0,Others,III,SMA,Business,Brand Executive,IT,Technology,87,81,22,6,ESFP,CD,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5,8,5,7,8,9,null,null,5,3,4,1,7,4,3,3,9,1,2,3
EMP100568,Hana Dharma Gunawan,61,4,0,Others,III,S1,Economics,Supply Planner,Operations,Technology,96,71,24,1,ENTJ,,,5.0,4.0,4.0,5.0,3.0,,4.0,4.0,4.0,8,6,1,1,5,9,9,7,2,8,3,8,null,4,4,9,9,2,6,2
EMP100569,Zaki Anggara,30,5,1,High Performer,III,S2,Economics,Supply Planner,Finance,Commercial,85,54,34,10,ISFJ,IS,2.0,3.0,3.0,3.0,3.0,,2.0,3.0,2.0,4.0,6,1,6,7,4,6,5,4,6,6,9,1,5,5,8,8,7,null,4,4
EMP100570,Dewi Mahardika Purnama,72,3,0,Others,V,S2,Statistics,Supply Planner,Marketing,HR & Corp Affairs,null,51,null,9,ENFJ,IS,,3.0,2.0,2.0,3.0,,2.0,3.0,3.0,3.0,4,null,9,1,4,null,8,4,5,5,2,null,4,9,2,6,8,8,8,1
EMP100571,Yuni Setiawan,40,5,1,High Performer,V,S2,Design,HRBP,Operations,HR & Corp Affairs,139,98,39,10,ESFP,DS,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,9,7,1,9,7,null,7,5,4,2,9,null,8,5,3,1,9,1,3,5
EMP100572,Rama Pradana,53,2,0,Others,IV,D3,Economics,Data Analyst,Finance,Commercial,135,60,18,3,INFP,CS,3.0,2.0,2.0,1.0,2.0,,3.0,1.0,2.0,2.0,8,6,5,8,9,6,6,null,4,5,3,8,6,8,5,2,2,null,7,6
EMP100573,Arif Pramudita Syahputra,15,2,0,Others,III,D3,Design,Data Analyst,IT,HR & Corp Affairs,135,45,22,1,ESTP,SD,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1,4,4,4,7,9,2,null,4,4,1,5,1,2,6,null,7,null,7,null
EMP100574,Kartika Putra,64,3,0,Others,V,S2,Design,Data Analyst,Operations,Commercial,116,27,33,4,INFP,IS,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,4,1,4,1,6,null,2,6,1,3,7,9,4,7,9,null,1,6,4,5
EMP100575,Prasetyo Handayani,10,3,0,Others,IV,S1,Statistics,HRBP,R&D,HR & Corp Affairs,108,68,31,1,INFP,,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,6,1,7,4,1,3,8,6,3,2,4,6,4,2,9,2,1,null,8,null
EMP100576,Andi Wijaya Kusuma,48,4,0,Others,III,SMA,Statistics,HRBP,Finance,HR & Corp Affairs,99,34,37,6,ENFP,DS,3.0,4.0,,4.0,3.0,4.0,,,4.0,4.0,9,6,5,7,7,null,3,4,4,3,7,6,9,8,3,4,8,3,4,4
EMP100577,Umar Anugrah Hidayat,79,2,0,Others,III,S2,Economics,Data Analyst,IT,HR & Corp Affairs,null,34,30,6,ENFP,SD,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,9,4,3,1,2,9,null,7,2,6,2,6,7,null,9,8,1,6,8,4
EMP100578,Teguh Anggara,72,4,0,Others,III,D3,Design,Sales Supervisor,Finance,HR & Corp Affairs,136,72,26,1,ENTJ,DC,,,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4,9,4,7,6,1,8,8,null,9,null,8,3,6,9,3,1,4,2,8
EMP100579,Yoga Sinaga,55,3,0,Others,IV,S2,Business,Supply Planner,IT,Commercial,130,43,29,8,INFJ,ID,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,null,8,5,2,null,1,3,5,2,8,4,4,2,8,8,4,7,8,2,9
EMP100580,Adi Lukman,39,1,0,Others,V,S2,Engineering,Finance Officer,HR,Technology,97,24,37,8,INFJ,SD,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7,1,8,8,2,2,9,5,7,8,8,4,5,9,9,2,9,9,5,1
EMP100581,Wahyu Dharma Santoso,41,2,0,Others,V,D3,Economics,Sales Supervisor,IT,Technology,104,34,21,1,ENTP,DI,,,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,7,8,2,7,4,4,8,null,3,1,5,7,6,2,2,1,1,1,4,8
EMP100582,Wulan Nabila Fauziah,58,3,0,Others,V,D3,Design,HRBP,HR,Technology,104,78,34,1,INFP,DC,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6,5,2,1,6,7,2,2,5,4,6,8,9,1,4,7,2,7,1,6
EMP100583,Dinda Zulfikar Herlambang,75,3,0,Others,V,SMA,Psychology,Supply Planner,Finance,HR & Corp Affairs,115,87,19,9,,DC,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,9,1,5,4,7,2,1,null,2,7,5,9,5,1,8,1,5,1,3,8
EMP100584,Satya Ananda,80,2,0,Others,IV,D3,Business,Finance Officer,IT,Technology,119,63,33,1,ESFJ,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,2,2,1,7,8,2,6,3,4,4,3,8,7,6,4,9,6,8,4,7
EMP100585,Indra Rohman,18,1,0,Others,III,S2,Engineering,Supply Planner,R&D,Technology,113,51,29,1,INTJ,ID,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,4,7,9,5,4,null,2,6,1,5,3,9,null,6,1,4,1,5,4
EMP100586,Adit Hartanto,33,4,0,Others,V,D3,Business,HRBP,R&D,Technology,111,43,20,7,ENFJ,IS,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,6,8,2,7,8,6,6,2,6,7,3,3,6,8,5,1,6,4,7,9
EMP100587,Nabila Syahputra,54,3,0,Others,V,S1,Business,HRBP,IT,Commercial,113,66,25,2,ENFP,ID,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,,8,4,4,9,null,4,4,1,null,5,5,5,9,null,4,1,7,5,4,5
EMP100588,Intan Rohman,84,2,0,Others,V,D3,Economics,Sales Supervisor,Operations,HR & Corp Affairs,102,33,33,10,ENTJ,SC,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3,2,8,6,null,5,5,6,4,7,4,1,null,7,8,1,9,7,6,9
EMP100589,Anisa Tri Pamungkas,41,3,0,Others,III,D3,Business,Data Analyst,Marketing,Commercial,null,36,null,9,ENFP,SD,2.0,,3.0,3.0,2.0,3.0,,3.0,4.0,3.0,9,4,5,4,null,6,2,4,4,1,2,8,5,2,3,4,3,4,8,3
EMP100590,Putri Rachman Hartanto,59,1,0,Others,IV,S1,Economics,Sales Supervisor,Marketing,HR & Corp Affairs,null,49,null,5,INTJ,ID,1.0,1.0,1.0,2.0,,1.0,1.0,,,,6,1,4,null,9,5,6,3,9,8,5,8,1,6,9,6,3,3,4,null
EMP100591,Kurnia Ginting,52,5,1,High Performer,IV,S1,Engineering,Sales Supervisor,IT,Technology,86,46,28,4,ENFJ,SI,3.0,3.0,2.0,3.0,3.0,,4.0,3.0,3.0,3.0,4,2,3,9,9,7,3,2,2,1,7,7,8,8,null,3,null,4,7,5
EMP100592,Galih Handayani,51,4,0,Others,V,SMA,Statistics,Supply Planner,Marketing,Commercial,null,91,null,9,ENTP,DI,2.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,9,null,null,6,1,2,3,5,8,null,5,2,3,7,1,6,8,8,3,1
EMP100593,Hadi Santoso,12,3,0,Others,III,SMA,Engineering,Brand Executive,HR,Technology,139,68,28,7,ISFP,ID,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,null,7,9,4,4,1,7,4,5,1,9,2,6,9,3,1,2,3,3,6
EMP100594,Teguh Sinaga,73,2,0,Others,III,D3,Economics,HRBP,HR,HR & Corp Affairs,134,23,41,10,ESFP,DI,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,4,7,null,6,2,9,4,null,1,2,9,1,3,8,9,7,9,6,6,2
EMP100595,Lestari Saputra,84,2,0,Others,V,D3,Statistics,Data Analyst,Marketing,HR & Corp Affairs,null,70,null,2,ESTJ,SI,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,3.0,3.0,8,9,4,null,5,1,5,5,1,5,6,1,2,7,4,5,8,9,9,9
EMP100596,Dimas Aji Hidayat,50,2,0,Others,V,S2,Engineering,Supply Planner,Marketing,Commercial,null,21,null,9,,,3.0,1.0,2.0,99.0,,3.0,2.0,1.0,3.0,,2,9,9,4,null,7,5,5,2,6,1,2,9,9,5,7,5,5,8,4
EMP100597,Fajar Maulana,58,4,0,Others,III,S2,Design,Brand Executive,R&D,Technology,97,86,27,1,INTJ,IS,4.0,5.0,5.0,3.0,4.0,3.0,,4.0,4.0,5.0,3,3,7,9,null,null,1,6,8,9,1,5,3,8,3,4,4,2,4,5
EMP100598,Adit Aji Tamba,39,3,0,Others,III,S1,Statistics,Supply Planner,Operations,Commercial,124,53,24,2,,,,3.0,3.0,3.0,4.0,4.0,2.0,3.0,,,3,6,1,3,2,5,1,null,5,2,5,6,2,5,3,1,3,7,2,6
EMP100599,Dimas Kurniawan,16,1,0,Others,V,SMA,Business,Data Analyst,HR,Commercial,81,49,23,5,INFP,CD,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,8,6,7,3,4,1,1,1,2,4,7,4,null,null,8,1,6,null,6,9
EMP100600,Zaki Wijaya,12,1,0,Others,V,SMA,Psychology,HRBP,HR,Commercial,137,46,18,7,ISTJ,SI,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,2,null,3,4,1,6,5,8,8,7,7,9,null,4,9,7,7,9,1,5
EMP100601,Nurlita Subekti,70,3,0,Others,IV,S1,Design,Finance Officer,HR,HR & Corp Affairs,123,52,23,1,ISFP,CD,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,9,2,4,7,7,1,null,9,7,1,3,5,9,9,3,6,null,9,6,9
EMP100602,Rifqi Ananda,53,1,0,Others,IV,D3,Business,Brand Executive,HR,Technology,null,29,33,6,ESTP,DS,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2,1,8,6,9,null,4,5,1,null,9,9,5,6,4,4,9,4,7,1
EMP100603,Ahmad Handayani,71,4,0,Others,V,SMA,Design,Supply Planner,Finance,Technology,107,70,22,5,ISTJ,CS,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4,9,4,5,3,4,2,6,9,null,9,6,6,3,1,9,3,2,9,5
EMP100604,Yoga Lukman,1,2,0,Others,III,S2,Psychology,HRBP,Marketing,Technology,null,94,null,6,ISTP,CS,2.0,,2.0,1.0,3.0,3.0,2.0,3.0,,1.0,7,8,8,null,null,5,9,5,8,8,9,null,1,3,null,8,null,6,6,5
EMP100605,Dwi Anggara,73,5,1,High Performer,V,S2,Economics,Brand Executive,Marketing,HR & Corp Affairs,null,89,null,4,ISTP,ID,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,2,2,6,8,8,4,9,null,5,5,8,6,8,8,9,1,4,8,2
EMP100606,Wulan Candra Saputra,52,3,0,Others,III,S1,Economics,Brand Executive,R&D,Technology,97,51,28,4,ENFJ,CD,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3,6,7,5,3,8,8,5,null,4,8,3,9,null,1,4,4,8,2,6
EMP100607,Rifqi Halim,77,1,0,Others,V,D3,Statistics,Sales Supervisor,R&D,HR & Corp Affairs,82,66,26,2,ENTP,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,7,7,1,2,3,3,2,2,6,8,1,2,8,null,8,5,4,9,4,2
EMP100608,Rani Kurniawan,17,5,1,High Performer,V,SMA,Design,Supply Planner,R&D,Commercial,null,31,19,8,ENTJ,DS,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,null,7,6,2,4,3,6,8,1,1,3,2,5,6,2,7,8,9,6,3
EMP100609,Oktavia Nabila Ginting,45,4,0,Others,V,S2,Psychology,Supply Planner,IT,Commercial,114,25,26,8,ENFP,,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2,2,2,8,8,9,6,1,4,2,6,4,1,9,2,6,3,5,5,1
EMP100610,Hana Rohman,71,3,0,Others,V,S2,Engineering,Brand Executive,Operations,Commercial,94,47,28,3,ISFJ,ID,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3,2,8,5,5,1,2,2,8,7,8,1,3,5,9,4,1,1,8,3
